CommentWord,Good,Bad
projects,3.680093556156183e-05,0.0
during,0.0001880936706479827,0.0
last,0.0004007212983370066,0.0004452111970616061
50,3.680093556156183e-05,0.0
years_,8.586884964364427e-05,0.00016695419889810228
We_re,4.0889928401735367e-05,0.0
referred,8.177985680347073e-05,0.0
Emaar_s,4.088992840173537e-06,0.0
a,0.017983390511083216,0.017363236685402638
lot,0.0003680093556156183,0.0
information,0.000883222453477484,0.00011130279926540153
about,0.003312084200540565,0.0020591017864099283
their,0.001288032744654664,0.0011130279926540153
projects_,2.453395704104122e-05,0.0
other,0.0019095596563610418,0.0008904223941232122
architects,4.088992840173537e-06,0.0
your,0.005368847599147854,0.007902498747843508
site_,0.00010222482100433842,0.00027825699816350384
What,0.000494768133660998,0.0011130279926540153
criteria,0.0003025854701728417,0.0
who,0.0017991568496763563,0.0017251933886137235
included?,4.088992840173537e-06,0.0
By,0.0001431147494060738,5.5651399632700765e-05
way_,0.00027805151313180053,0.00022260559853080306
couldn_t,9.404683532399135e-05,5.5651399632700765e-05
login,4.088992840173537e-06,0.0
RNL,8.177985680347074e-06,0.0
Design_,4.088992840173537e-06,0.0
We,0.0003434753985745771,0.00011130279926540153
don_t,0.0017337329642335797,0.002281707384940731
want,0.0009445573460800871,0.001168679392286716
host,2.453395704104122e-05,0.0
our,0.0006746838186286336,0.0006121653959597084
web,0.00019218266348815623,0.0
site,0.00019627165632832977,0.00022260559853080306
here_,0.0007809976324731455,0.0006121653959597084
just,0.002056763398607289,0.0015582391897156214
offer,6.951287828295013e-05,0.0
we,0.0017091990071925385,0.0006121653959597084
designed_,4.088992840173537e-06,0.0
thanks_,8.995784248381781e-05,0.0
Architecture,4.088992840173537e-06,0.0
WD_,4.088992840173537e-06,0.0
it,0.00835790136531471,0.005453837164004675
seems,0.00048659014798065086,5.5651399632700765e-05
me,0.0021957891551731895,0.0043408091713506595
that,0.013056154138674104,0.010573765930213145
fact,0.0006010819475055099,0.00027825699816350384
Ritter_s,4.088992840173537e-06,0.0
arrest,2.0444964200867683e-05,0.0
well-established,2.0444964200867683e-05,0.0
well-sourced_,1.226697852052061e-05,0.0
CNN,1.226697852052061e-05,0.0
reliable,0.00027805151313180053,0.00011130279926540153
source_,0.00017582669212746208,5.5651399632700765e-05
While,0.00011858079236503258,5.5651399632700765e-05
technicalities,4.088992840173537e-06,5.5651399632700765e-05
court,4.4978921241908905e-05,0.0
resolution,4.0889928401735367e-05,0.0
erased,1.635597136069415e-05,0.0
from,0.003823208305562257,0.0017251933886137235
his,0.0017459999427541003,0.0015025877900829206
record_,2.862294988121476e-05,0.0
Ritter,4.088992840173537e-06,0.0
had,0.0013452786444170936,0.0007791195948578107
acknowledge,5.315690692225598e-05,0.0
crime,3.27119427213883e-05,0.0
occurred,2.862294988121476e-05,0.0
order,0.0002003606491685033,5.5651399632700765e-05
win,4.0889928401735367e-05,5.5651399632700765e-05
degree,2.453395704104122e-05,0.0
leniency_,4.088992840173537e-06,0.0
WP:BLP,2.0444964200867683e-05,0.0
satisfied_,4.088992840173537e-06,0.0
suggest,0.00035983136993527124,5.5651399632700765e-05
Jango_s,4.088992840173537e-06,0.0
edit,0.0014802154081428203,0.00038955979742890534
stand,8.586884964364427e-05,0.00011130279926540153
and_,8.586884964364427e-05,0.0
you_d,8.586884964364427e-05,0.00016695419889810228
like_,5.724589976242952e-05,0.00011130279926540153
can,0.0027559811742769637,0.005342534364739273
continue,0.00048659014798065086,0.00022260559853080306
article,0.003610580677873233,0.001168679392286716
Talk,0.00032711942721388293,5.5651399632700765e-05
Skoal_,4.088992840173537e-06,0.0
going,0.0006419718759072453,0.0008347709944905114
here?,5.724589976242952e-05,0.0
From,0.0001104028066846855,5.5651399632700765e-05
Wikipedia:Articles_for_deletion_Major_Garrett,4.088992840173537e-06,0.0
__Delete_,4.088992840173537e-06,0.0
why,0.001226697852052061,0.0005565139963270077
an,0.003986768019169198,0.0023930101842061327
short,0.0001553817279265944,0.0
needed,0.0001104028066846855,5.5651399632700765e-05
posted_,1.226697852052061e-05,0.0
it_s,0.0010590491456049461,0.0006121653959597084
obvious,0.0001431147494060738,0.0
only,0.001492482386663341,0.0017251933886137235
minimal,1.635597136069415e-05,0.0
effort,5.724589976242952e-05,0.0
went,0.0001553817279265944,5.5651399632700765e-05
into,0.0008423325250757486,0.0005008625966943068
its,0.0010549601527647726,0.00027825699816350384
creation_,1.635597136069415e-05,0.0
There_s,0.00010222482100433842,0.0
reams,8.177985680347074e-06,0.0
data,0.00010222482100433842,0.0
available,9.813582816416489e-05,5.5651399632700765e-05
Garrett,4.088992840173537e-06,0.0
career_,1.635597136069415e-05,0.0
hour,3.27119427213883e-05,0.0
or,0.004780032630162865,0.0023930101842061327
so,0.0021262762768902393,0.002559964383104235
Google,0.00010631381384451196,0.0
_at,4.0889928401735367e-05,0.0
very,0.001087672095486161,0.0006121653959597084
least_,3.27119427213883e-05,0.0
would,0.0028214050597197404,0.0011130279926540153
created,0.000273962520291627,0.00016695419889810228
basis,6.951287828295013e-05,0.0
pretty,0.00017173769928728854,5.5651399632700765e-05
article_,0.0013289226730563994,0.00022260559853080306
one,0.0021712551981321482,0.0012243307919194168
doesn_t,0.0006010819475055099,0.0008347709944905114
any,0.0023348149117390893,0.0008347709944905114
justification,5.315690692225598e-05,0.0
existence_,2.453395704104122e-05,5.5651399632700765e-05
Duncan1800,4.088992840173537e-06,0.0
_talk_,0.0003107634558531888,0.00022260559853080306
__,0.00033529741289423,0.00016695419889810228
In,0.0008914004391578311,0.00027825699816350384
words_,0.00010222482100433842,0.0
there,0.0018564027494387858,0.00072346819522511
person_,9.404683532399135e-05,0.0
It,0.0016355971360694148,0.00033390839779620456
potential,5.315690692225598e-05,0.0
__pretty,8.177985680347074e-06,0.0
article__,2.862294988121476e-05,0.0
hour_s,4.088992840173537e-06,0.0
work_,0.00018400467780780916,0.00011130279926540153
Therefore_,6.951287828295013e-05,0.0
Is,0.00031894144153353586,0.00033390839779620456
type,0.00012675877804537965,0.00011130279926540153
thought,0.00028214050597197407,0.00011130279926540153
process,0.0001431147494060738,5.5651399632700765e-05
norm,4.088992840173537e-06,0.0
these,0.0009282013747193929,0.00027825699816350384
days?,4.088992840173537e-06,0.0
Do,0.00030667446301301524,0.00033390839779620456
something,0.000441611226738742,0.0005008625966943068
against,0.0005642810119439481,0.00022260559853080306
WWII,8.177985680347074e-06,0.0
generals?,4.088992840173537e-06,0.0
http:__en_wikipedia_org_wiki_Nathan_Bedford_Forrest_III,4.088992840173537e-06,0.0
He,0.00048659014798065086,0.0004452111970616061
died,6.133489260260306e-05,0.00011130279926540153
fighting,3.680093556156183e-05,5.5651399632700765e-05
country,9.813582816416489e-05,0.00011130279926540153
Sorry,0.0001431147494060738,0.00011130279926540153
came,0.00019218266348815623,0.0
off,0.00027805151313180053,0.0011130279926540153
because,0.0016192411647087206,0.0015582391897156214
how,0.0012716767732939699,0.001391284990817519
kept,8.177985680347073e-05,0.0
complaining,2.0444964200867683e-05,0.0
Seether,4.088992840173537e-06,0.0
not,0.008145273737625686,0.004118203572819857
list,0.00047841216230030384,0.00011130279926540153
Dhruva,8.177985680347074e-06,0.0
When,0.00017991568496763562,5.5651399632700765e-05
time_,0.0004743231694601303,0.00033390839779620456
myth,2.0444964200867683e-05,0.0
write,0.00033529741289423,0.00027825699816350384
Dhruva_,4.088992840173537e-06,0.0
even,0.001087672095486161,0.0012799821915521175
stub?,4.088992840173537e-06,0.0
provided,0.00015129273508642085,0.0
link,0.0005233910835422128,0.0
Ursa,4.088992840173537e-06,0.0
Major,2.453395704104122e-05,0.0
constellation,4.088992840173537e-06,0.0
talking,0.00013902575656590027,0.00011130279926540153
_Pole,4.088992840173537e-06,0.0
Star__,4.088992840173537e-06,0.0
Proposed,2.862294988121476e-05,0.0
merge,7.360187112312366e-05,5.5651399632700765e-05
The,0.0039049881623657275,0.0038955979742890533
Movie,8.177985680347074e-06,0.0
making,0.00041298827685752723,0.00022260559853080306
software,2.453395704104122e-05,0.0
contains,8.586884964364427e-05,0.0
content,0.0005233910835422128,5.5651399632700765e-05
properly,0.00010222482100433842,0.0
belongs,4.4978921241908905e-05,5.5651399632700765e-05
video,8.586884964364427e-05,0.0
software_,4.088992840173537e-06,0.0
__Movie,4.088992840173537e-06,0.0
software__,4.088992840173537e-06,0.0
appears,0.000220805613369371,5.5651399632700765e-05
idiosyncratic,4.088992840173537e-06,0.0
slang,8.177985680347074e-06,0.0
term,0.0002453395704104122,5.5651399632700765e-05
__video,8.177985680347074e-06,0.0
software___,4.088992840173537e-06,0.0
jimmy,4.088992840173537e-06,0.0
gurfriend,4.088992840173537e-06,0.0
true_,0.00014720374224624731,5.5651399632700765e-05
gaylord,4.088992840173537e-06,5.5651399632700765e-05
-,0.0021180982912098923,0.001168679392286716
Hey,8.586884964364427e-05,0.00038955979742890534
that_s,0.0003802763341361389,0.00027825699816350384
fair,0.0002453395704104122,0.00011130279926540153
enough,0.0002657845346112799,0.00016695419889810228
MuZemike,4.088992840173537e-06,0.0
To,0.00025760654893093284,0.00027825699816350384
called,0.0002862294988121476,0.00027825699816350384
_Nazi,4.088992840173537e-06,0.0
scum_,4.088992840173537e-06,0.0
_racist_,4.088992840173537e-06,0.0
by,0.003610580677873233,0.0020591017864099283
some,0.0018686697279593064,0.0012799821915521175
kid,1.635597136069415e-05,0.00016695419889810228
hater,8.177985680347074e-06,0.0
anyone,0.00037209834845579185,0.003283432578329345
_wound,4.088992840173537e-06,0.0
up_,0.0001880936706479827,0.00027825699816350384
However,8.586884964364427e-05,0.0
accept,0.00012675877804537965,0.00011130279926540153
shouldn_t,6.951287828295013e-05,0.00011130279926540153
got,0.0003680093556156183,0.00016695419889810228
baited,4.088992840173537e-06,0.0
irrational_,4.088992840173537e-06,0.0
So,0.00043752223389856846,0.0005565139963270077
withdraw,8.177985680347074e-06,0.0
unblock,0.00011858079236503258,0.00011130279926540153
request,0.0003434753985745771,0.00016695419889810228
retire,4.088992840173537e-06,0.0
24hours,4.088992840173537e-06,0.0
integrity,1.635597136069415e-05,0.0
intact_,1.226697852052061e-05,0.0
that_,0.0005561030262636011,0.0005565139963270077
Loosemark,4.088992840173537e-06,0.0
cannot,0.0002903184916523211,5.5651399632700765e-05
subject,0.00038436532697631246,0.0
arbitration,6.951287828295013e-05,5.5651399632700765e-05
enforcement,1.635597136069415e-05,0.0
were,0.0014515924582616056,0.0007791195948578107
remedies,8.177985680347074e-06,0.0
him,0.000494768133660998,0.0005008625966943068
issued_,8.177985680347074e-06,0.0
everytime,4.088992840173537e-06,5.5651399632700765e-05
much,0.0007523746825919308,0.00072346819522511
weak,1.226697852052061e-05,5.5651399632700765e-05
Gaulish,1.635597136069415e-05,0.0
language,0.00020853863484885038,0.00016695419889810228
answer,0.000167648706447115,0.0
so-called,2.862294988121476e-05,0.0
Vulgar,4.088992840173537e-06,0.0
Latin_,8.177985680347074e-06,0.0
Latinized,8.177985680347074e-06,0.0
Italo-Celtic,4.088992840173537e-06,0.0
idiom,4.088992840173537e-06,0.0
instead,0.00021671662052919746,0.00022260559853080306
spoken,2.0444964200867683e-05,0.0
Romans,1.226697852052061e-05,0.0
_Osco-Umbrian,4.088992840173537e-06,0.0
Sabellic,4.088992840173537e-06,0.0
already,0.00044570021957891553,0.00022260559853080306
essentially,2.0444964200867683e-05,0.0
written,0.00020853863484885038,0.00016695419889810228
language_,5.724589976242952e-05,0.00011130279926540153
_Proto-Italian_,4.088992840173537e-06,0.0
was,0.005233910835422127,0.0030051755801658413
similar,0.00014720374224624731,0.00016695419889810228
Continental,8.177985680347074e-06,0.0
Celtic,1.226697852052061e-05,0.0
languages,3.680093556156183e-05,5.5651399632700765e-05
lexicon,8.177985680347074e-06,0.0
pronunciation,2.0444964200867683e-05,0.0
differed,4.088992840173537e-06,0.0
bit_,2.862294988121476e-05,5.5651399632700765e-05
could,0.0009404683532399135,0.0004452111970616061
almost,0.0002003606491685033,0.0
considered,0.0003475643914147506,5.5651399632700765e-05
dialect,8.177985680347074e-06,0.0
as,0.006836796028770154,0.0026712671823696365
contained,4.0889928401735367e-05,0.0
same,0.0007728196467927985,0.0005565139963270077
substratum_,4.088992840173537e-06,0.0
unlike,2.0444964200867683e-05,0.0
Insular,4.088992840173537e-06,0.0
languages_,4.088992840173537e-06,0.0
So_,0.0001104028066846855,0.0
reality,4.0889928401735367e-05,0.0
assert,6.133489260260306e-05,0.0
extinct,8.177985680347074e-06,0.0
before,0.00067059482578846,0.0006121653959597084
Roman,7.360187112312366e-05,0.0
conquest,8.177985680347074e-06,0.0
probably,0.0003434753985745771,0.00016695419889810228
many,0.0007564636754321043,0.0006121653959597084
_Latin_,4.088992840173537e-06,0.0
words,0.0002330725918898916,0.00011130279926540153
used,0.0007073957613500219,0.0
Gauls,4.088992840173537e-06,0.0
first,0.0007809976324731455,0.00022260559853080306
contact,0.0001880936706479827,5.5651399632700765e-05
conquerers_,4.088992840173537e-06,0.0
At,0.0001553817279265944,0.00011130279926540153
most,0.0006583278472679394,0.0006121653959597084
_assimilation_,4.088992840173537e-06,0.0
better,0.0004825011551404773,0.0007791195948578107
describe,6.54238854427766e-05,0.0
what,0.002514730596706725,0.0031164783794312427
happened,0.0001104028066846855,5.5651399632700765e-05
Both_,4.088992840173537e-06,0.0
Proto-Italics,4.088992840173537e-06,0.0
Proto-Celts,4.088992840173537e-06,0.0
_Veneti_,4.088992840173537e-06,0.0
originally,6.951287828295013e-05,0.0
come,0.000388454319816486,0.00038955979742890534
Bell-Beaker,4.088992840173537e-06,0.0
culture,8.995784248381781e-05,5.5651399632700765e-05
lived,5.315690692225598e-05,0.0
continuum,4.088992840173537e-06,0.0
long,0.0003966323054968331,0.00016695419889810228
fact_,0.0001308477708855532,5.5651399632700765e-05
more,0.002298013976177528,0.0012243307919194168
_brought,4.088992840173537e-06,0.0
Thraco-Cimmerian,4.088992840173537e-06,0.0
aristocracy_,4.088992840173537e-06,0.0
than,0.0014515924582616056,0.001168679392286716
family,0.0001226697852052061,0.00011130279926540153
except,9.404683532399135e-05,0.00016695419889810228
Brythonic,4.088992840173537e-06,0.0
Gaelic,4.088992840173537e-06,0.0
both,0.00038436532697631246,5.5651399632700765e-05
quite,0.00035983136993527124,0.00011130279926540153
different,0.00041707726969770077,0.00011130279926540153
each,0.0002453395704104122,0.00011130279926540153
respective,2.862294988121476e-05,0.0
substratum,8.177985680347074e-06,0.0
mentionned,8.177985680347074e-06,0.0
above_,0.0001553817279265944,0.0
Moreover_,5.315690692225598e-05,0.0
Proto-English,4.088992840173537e-06,0.0
_or,0.00020444964200867685,5.5651399632700765e-05
Proto-Frisian_,4.088992840173537e-06,0.0
Belgae,4.088992840173537e-06,0.0
Britain,1.635597136069415e-05,0.0
well,0.0005193020907020392,0.0004452111970616061
parts,7.360187112312366e-05,0.0
northern,1.635597136069415e-05,0.0
Gaul,4.088992840173537e-06,0.0
_Gallia,4.088992840173537e-06,0.0
Belgica_,4.088992840173537e-06,0.0
time,0.00093637936039974,0.0006121653959597084
invasion_,4.088992840173537e-06,0.0
then,0.0012921217374948376,0.001168679392286716
Belgic,4.088992840173537e-06,0.0
tribes,8.177985680347074e-06,0.0
speaking,3.680093556156183e-05,0.0
after,0.0005929039618251628,0.00022260559853080306
full,0.00019218266348815623,0.0005565139963270077
featured,8.586884964364427e-05,5.5651399632700765e-05
program_,1.226697852052061e-05,0.0
doubt,0.00013493676372572673,0.00016695419889810228
they_d,1.226697852052061e-05,0.0
make,0.0010263372028835578,0.0011130279926540153
need,0.0008505105107560957,0.00072346819522511
active,8.586884964364427e-05,0.0
X_,1.635597136069415e-05,0.0
speculation,4.906791408208244e-05,0.0
360_000,4.088992840173537e-06,0.0
cred,4.088992840173537e-06,0.0
mark,5.315690692225598e-05,0.0
activated,8.177985680347074e-06,0.0
invite,3.680093556156183e-05,5.5651399632700765e-05
_Titan,4.088992840173537e-06,0.0
Club__,4.088992840173537e-06,0.0
afterward,4.088992840173537e-06,0.0
members,0.00011449179952485904,0.00011130279926540153
sent,9.813582816416489e-05,5.5651399632700765e-05
passcode,4.088992840173537e-06,0.0
see,0.0015701732506266382,0.0010573765930213144
photos,4.0889928401735367e-05,5.5651399632700765e-05
listed,0.0002453395704104122,0.0
archive,3.680093556156183e-05,0.0
much-sought-after,4.088992840173537e-06,0.0
sword_,4.088992840173537e-06,0.0
painting,2.453395704104122e-05,0.0
done,0.0003802763341361389,0.00027825699816350384
Isaac,4.088992840173537e-06,0.0
Nathan,1.635597136069415e-05,0.0
standing,2.0444964200867683e-05,0.0
Oval,4.088992840173537e-06,0.0
Office_,1.226697852052061e-05,0.0
18:40_,4.088992840173537e-06,0.0
16,4.906791408208244e-05,5.5651399632700765e-05
March,0.00010222482100433842,5.5651399632700765e-05
2007,0.0001308477708855532,0.00011130279926540153
_UTC,2.862294988121476e-05,0.0
Knowing,4.088992840173537e-06,0.0
comes,0.0001104028066846855,5.5651399632700765e-05
arunning,4.088992840173537e-06,0.0
BDell555,4.088992840173537e-06,0.0
says,0.00023716158473006515,0.00016695419889810228
exactly,0.00017991568496763562,0.00011130279926540153
thing,0.00035165338425492416,0.0004452111970616061
do,0.0031403465012532763,0.0036173409761255495
he,0.00213854325541076,0.0020034503867772274
gets,0.00010222482100433842,0.00011130279926540153
away,0.0001553817279265944,0.00027825699816350384
writes,1.635597136069415e-05,5.5651399632700765e-05
far,0.0002616955417711064,5.5651399632700765e-05
English,0.0002330725918898916,0.00011130279926540153
I_,2.862294988121476e-05,0.0
maybe,0.00017173769928728854,0.00022260559853080306
wanting,2.0444964200867683e-05,5.5651399632700765e-05
dutch,4.088992840173537e-06,0.0
boys,8.177985680347074e-06,0.0
sure_,1.635597136069415e-05,0.0
stuff,0.00011449179952485904,0.00022260559853080306
paraphrases,8.177985680347074e-06,0.0
mine,2.862294988121476e-05,5.5651399632700765e-05
course,0.00020853863484885038,0.00011130279926540153
AIDS,4.088992840173537e-06,0.0
check,0.0002862294988121476,5.5651399632700765e-05
out,0.0013125667016957053,0.00144693639045022
average,5.315690692225598e-05,0.0
age,5.724589976242952e-05,0.0
death,0.00018400467780780916,5.5651399632700765e-05
gays,4.088992840173537e-06,5.5651399632700765e-05
39_AIDS,4.088992840173537e-06,0.0
42,4.088992840173537e-06,0.00011130279926540153
43_nonAIDS_,4.088992840173537e-06,0.0
Why,0.00033938640573440355,0.0013356335911848182
43,8.177985680347074e-06,0.0
nonAIDS,4.088992840173537e-06,0.0
let,0.0003802763341361389,0.0004452111970616061
Mastcell,4.088992840173537e-06,0.0
mull,4.088992840173537e-06,0.0
over,0.0005806369833046422,0.0006121653959597084
put,0.0005397470549029069,0.00033390839779620456
medical,5.315690692225598e-05,0.0
research,0.00013902575656590027,0.0
phd,8.177985680347074e-06,0.0
use_,9.404683532399135e-05,5.5651399632700765e-05
He_you,4.088992840173537e-06,0.0
might,0.0005601920191037746,0.00027825699816350384
39_42,4.088992840173537e-06,0.0
vs,2.862294988121476e-05,0.0
75+,4.088992840173537e-06,0.0
statistical,8.177985680347074e-06,0.0
tests,6.951287828295013e-05,0.0
math,1.226697852052061e-05,0.0
friends_,2.862294988121476e-05,5.5651399632700765e-05
couple,0.00010631381384451196,0.0
competent,8.177985680347074e-06,0.0
ones,8.586884964364427e-05,5.5651399632700765e-05
here,0.0010386041814040784,0.00072346819522511
wiki_,5.315690692225598e-05,5.5651399632700765e-05
violate,3.680093556156183e-05,0.0
rule,0.0001104028066846855,0.00011130279926540153
again_,0.0003802763341361389,0.0005565139963270077
thank,0.00017173769928728854,0.0
Stop,7.76908639632972e-05,0.00027825699816350384
removing,0.00023716158473006515,5.5651399632700765e-05
warnings,6.54238854427766e-05,0.00016695419889810228
Please,0.0016846650501514972,0.00033390839779620456
remove,0.0004743231694601303,0.00011130279926540153
page,0.0025351755609075927,0.0012799821915521175
replace,5.724589976242952e-05,0.0
them,0.0009118454033586988,0.0007791195948578107
offensive,3.680093556156183e-05,5.5651399632700765e-05
content_,0.00019627165632832977,0.0
Blanking,1.226697852052061e-05,0.0
history_,0.0001308477708855532,0.00011130279926540153
If,0.0024656626826246426,0.0010573765930213144
blank,2.862294988121476e-05,0.0
lose,5.315690692225598e-05,0.00027825699816350384
privilege,8.177985680347074e-06,0.0
Thanks_,0.00033938640573440355,5.5651399632700765e-05
SWATJester,2.0444964200867683e-05,0.0
Ready,4.088992840173537e-06,0.0
Aim,4.088992840173537e-06,0.0
Fire!,4.088992840173537e-06,0.0
Gibraltar,1.635597136069415e-05,0.0
History,6.54238854427766e-05,0.0
history,0.00037209834845579185,0.00027825699816350384
failed,6.54238854427766e-05,0.0
Spanish,5.315690692225598e-05,0.0
attempt,0.00013493676372572673,5.5651399632700765e-05
_reclaim_,4.088992840173537e-06,0.0
territory,2.0444964200867683e-05,0.0
forms,4.0889928401735367e-05,0.0
small,0.0001308477708855532,0.0
part,0.0004007212983370066,0.00033390839779620456
modern,6.951287828295013e-05,5.5651399632700765e-05
Anyone,4.0889928401735367e-05,5.5651399632700765e-05
doubts,4.088992840173537e-06,0.0
Gibraltarians,4.088992840173537e-06,0.0
reject,1.226697852052061e-05,0.0
claim,0.00030667446301301524,5.5651399632700765e-05
proposal,3.680093556156183e-05,0.0
joint,1.635597136069415e-05,0.0
sovereignty,8.177985680347074e-06,0.0
read,0.0007319297183910631,0.0005565139963270077
section,0.0007114847541901954,0.00016695419889810228
2002,2.453395704104122e-05,0.0
referendum_,4.088992840173537e-06,0.0
As,0.0006419718759072453,0.00027825699816350384
regards,6.133489260260306e-05,0.0
claims,0.00014720374224624731,0.00011130279926540153
terrorists,8.177985680347074e-06,0.0
_murdered_,4.088992840173537e-06,0.0
constitution,2.453395704104122e-05,0.0
defines,1.226697852052061e-05,0.0
murder,1.635597136069415e-05,0.0
is_,0.0003557423770950977,0.00022260559853080306
inquiry,8.177985680347074e-06,0.0
held,8.586884964364427e-05,5.5651399632700765e-05
determined,2.0444964200867683e-05,0.0
lawful,4.088992840173537e-06,0.0
killing_,8.177985680347074e-06,0.0
Visitors,4.088992840173537e-06,0.0
intending,1.635597136069415e-05,0.0
travelling,4.088992840173537e-06,0.0
bombs,8.177985680347074e-06,0.0
note,0.00042525525537804784,0.0
still,0.0007033067685098483,0.00022260559853080306
place_,0.00010222482100433842,5.5651399632700765e-05
am,0.0014147915227000437,0.0005565139963270077
working,0.00015129273508642085,0.00011130279926540153
sources_,0.0002003606491685033,0.0
major,0.00017991568496763562,0.0
rewrite,2.453395704104122e-05,5.5651399632700765e-05
_UTC_,0.0005356580620627334,0.00011130279926540153
They,0.00030667446301301524,0.00027825699816350384
Nu-Metal___,4.088992840173537e-06,0.0
fully_,4.088992840173537e-06,0.0
You,0.002674201317473493,0.0036173409761255495
hear,8.995784248381781e-05,0.0
when,0.0013248336802162259,0.0011130279926540153
listen,3.27119427213883e-05,0.0
thier,1.635597136069415e-05,0.0
music___75_139_103_133,4.088992840173537e-06,0.0
01:23_,4.088992840173537e-06,0.0
23,2.453395704104122e-05,0.0
May,0.00015947072076676793,0.00011130279926540153
2009,9.813582816416489e-05,0.0
Congrats___,4.088992840173537e-06,0.0
On,0.00019218266348815623,0.00022260559853080306
freeing,4.088992840173537e-06,0.0
Anwar,4.088992840173537e-06,0.0
al-Awlaki,4.088992840173537e-06,0.0
extended,1.226697852052061e-05,5.5651399632700765e-05
incarceration,4.088992840173537e-06,0.0
without,0.0007033067685098483,0.00033390839779620456
trial_,4.088992840173537e-06,0.0
Oops_,4.088992840173537e-06,0.0
misunderstood,8.177985680347074e-06,0.0
*blushes*_,4.088992840173537e-06,0.0
Silly,8.177985680347074e-06,0.0
me!,2.862294988121476e-05,0.00011130279926540153
haven_t,0.0001431147494060738,0.00016695419889810228
idea_,6.54238854427766e-05,0.0
certainly,0.0002003606491685033,0.0
new,0.0006542388544277659,0.00033390839779620456
